ID,year,month,tifPath,Target,class
ID_u33Pvz_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_u33Pvz_2024_05.tif,Palm,2
ID_miOhwh_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_miOhwh_2024_05.tif,Rubber,3
ID_afH06L_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_afH06L_2024_05.tif,Palm,2
ID_dsEgxd_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_dsEgxd_2024_05.tif,Rubber,3
ID_fUYvQ7_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_fUYvQ7_2024_05.tif,Palm,2
ID_s9Od8U_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_s9Od8U_2024_05.tif,Palm,2
ID_4w4sae_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_4w4sae_2024_05.tif,Palm,2
ID_9F6PbW_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_9F6PbW_2024_05.tif,Palm,2
ID_qIzAKN_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_qIzAKN_2024_05.tif,Palm,2
ID_1NT6GD_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_1NT6GD_2024_05.tif,Palm,2
ID_ofp3nN_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_ofp3nN_2024_05.tif,Rubber,3
ID_DmpKXq_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_DmpKXq_2024_05.tif,Rubber,3
ID_QquBc7_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_QquBc7_2024_05.tif,Palm,2
ID_PMZ8Jn_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_PMZ8Jn_2024_05.tif,Rubber,3
ID_bXAqKg_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_bXAqKg_2024_05.tif,Palm,2
ID_Izr3nb_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_Izr3nb_2024_05.tif,Palm,2
ID_pUw4Jz_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_pUw4Jz_2024_05.tif,Palm,2
ID_piM3Oc_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_piM3Oc_2024_05.tif,Palm,2
ID_ZXDwVx_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_ZXDwVx_2024_05.tif,Rubber,3
ID_Q31yQO_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_Q31yQO_2024_05.tif,Cocoa,1
ID_aeRqKK_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_aeRqKK_2024_05.tif,Cocoa,1
ID_xRn7bc_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_xRn7bc_2024_05.tif,Cocoa,1
ID_4fKp0L_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_4fKp0L_2024_05.tif,Rubber,3
ID_MiGVpI_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_MiGVpI_2024_05.tif,Palm,2
ID_DFUqLL_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_DFUqLL_2024_05.tif,Palm,2
ID_3coi3U_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_3coi3U_2024_05.tif,Rubber,3
ID_E96HbV_May,2024,May,,Rubber,3
ID_l4k1sF_May,2024,May,,Rubber,3
ID_XoJn4q_May,2024,May,,Palm,2
ID_sKmyd6_May,2024,May,,Palm,2
ID_1hozGc_May,2024,May,,Rubber,3
ID_JePJY0_May,2024,May,,Palm,2
ID_XA4hgR_May,2024,May,,Palm,2
ID_KxWRAy_May,2024,May,,Rubber,3
ID_36ePqa_May,2024,May,,Palm,2
ID_xVOtnS_May,2024,May,,Rubber,3
ID_cZC28Z_May,2024,May,,Rubber,3
ID_U02bIy_May,2024,May,,Rubber,3
ID_cZi5Me_May,2024,May,,Rubber,3
ID_4z2E3s_May,2024,May,,Rubber,3
ID_2kTpMU_May,2024,May,,Rubber,3
ID_X8xXEs_May,2024,May,,Rubber,3
ID_NaMO1K_May,2024,May,,Rubber,3
ID_J5Y1dF_May,2024,May,,Rubber,3
ID_S7gsUP_May,2024,May,,Rubber,3
ID_qvy40e_May,2024,May,,Rubber,3
ID_8aJnGk_May,2024,May,,Rubber,3
ID_6lilVj_May,2024,May,,Rubber,3
ID_c9JMUJ_May,2024,May,,Rubber,3
ID_cSeaeo_May,2024,May,,Palm,2
ID_Q5U7WT_May,2024,May,,Rubber,3
ID_aytXPl_May,2024,May,,Palm,2
ID_qJfUpN_May,2024,May,,Rubber,3
ID_pXsSYb_May,2024,May,,Rubber,3
ID_4TPlsV_May,2024,May,,Palm,2
ID_e7SOvQ_May,2024,May,,Rubber,3
ID_Lk8yNq_May,2024,May,,Palm,2
ID_09THeK_May,2024,May,,Rubber,3
ID_4JNtX4_May,2024,May,,Rubber,3
ID_cHB1MT_May,2024,May,,Rubber,3
ID_WjgLWe_May,2024,May,,Rubber,3
ID_l57mBh_May,2024,May,,Rubber,3
ID_9NP7sX_May,2024,May,,Rubber,3
ID_cEtwLf_May,2024,May,,Palm,2
ID_F8fl7H_May,2024,May,,Rubber,3
ID_srXoG1_May,2024,May,,Rubber,3
ID_7o0nnT_May,2024,May,,Rubber,3
ID_RwsjCe_May,2024,May,,Palm,2
ID_6IFPJH_May,2024,May,,Rubber,3
ID_xzTFL1_May,2024,May,,Rubber,3
ID_2Rwd7s_May,2024,May,,Palm,2
ID_MIluaw_May,2024,May,,Palm,2
ID_MQkX85_May,2024,May,,Palm,2
ID_HxaHxz_May,2024,May,,Rubber,3
ID_PV4eg7_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_PV4eg7_2024_05.tif,Palm,2
ID_0612VR_May,2024,May,,Palm,2
ID_et1Ap5_May,2024,May,,Palm,2
ID_m0C0Q8_May,2024,May,,Palm,2
ID_D77qmT_May,2024,May,,Palm,2
ID_Mj4XZS_May,2024,May,,Palm,2
ID_evH6R5_May,2024,May,,Palm,2
ID_ERriL5_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_ERriL5_2024_05.tif,Palm,2
ID_NxAcnw_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_NxAcnw_2024_05.tif,Palm,2
ID_xqdk7k_May,2024,May,,Palm,2
ID_uPmQWW_May,2024,May,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_uPmQWW_2024_05.tif,Palm,2
ID_2wRuZz_May,2024,May,,Cocoa,1
ID_EY59AA_May,2024,May,,Cocoa,1
ID_7ir2jx_May,2024,May,,Cocoa,1
ID_soUrFJ_May,2024,May,,Cocoa,1
ID_46GB1d_May,2024,May,,Cocoa,1
ID_e9B9ev_May,2024,May,,Cocoa,1
ID_FmWF1f_May,2024,May,,Cocoa,1
ID_rM0IWF_May,2024,May,,Cocoa,1
ID_mXH2Xa_May,2024,May,,Cocoa,1
ID_DQoBOV_May,2024,May,,Cocoa,1
ID_vnS760_May,2024,May,,Cocoa,1
ID_Hqp81L_May,2024,May,,Cocoa,1
ID_e2ct5o_May,2024,May,,Cocoa,1
ID_W4dZ9Y_May,2024,May,,Cocoa,1
ID_bBLbpT_May,2024,May,,Cocoa,1
ID_6ReXKv_May,2024,May,,Cocoa,1
ID_gIaxJB_May,2024,May,,Cocoa,1
ID_6eidN4_May,2024,May,,Cocoa,1
ID_8t3hkn_May,2024,May,,Cocoa,1
ID_cn9QU6_May,2024,May,,Cocoa,1
ID_1n8WVN_May,2024,May,,Cocoa,1
ID_TFOdt7_May,2024,May,,Cocoa,1
ID_hIJL4M_May,2024,May,,Cocoa,1
ID_mDYgMD_May,2024,May,,Cocoa,1
ID_x0qCOq_May,2024,May,,Cocoa,1
ID_reTL3Q_May,2024,May,,Cocoa,1
ID_gHoXMt_May,2024,May,,Cocoa,1
ID_t7HJQG_May,2024,May,,Cocoa,1
ID_YLFxN2_May,2024,May,,Cocoa,1
ID_0DNGt7_May,2024,May,,Cocoa,1
ID_ZargY4_May,2024,May,,Cocoa,1
ID_h14T0B_Jun,2024,Jun,,Rubber,3
ID_KbyKOr_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_KbyKOr_2024_06.tif,Rubber,3
ID_t4Tmmn_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_t4Tmmn_2024_06.tif,Rubber,3
ID_yipWoC_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_yipWoC_2024_06.tif,Rubber,3
ID_XKiksa_Jun,2024,Jun,,Rubber,3
ID_zNx6qQ_Jun,2024,Jun,,Rubber,3
ID_KfCbOO_Jun,2024,Jun,,Palm,2
ID_ZUfp59_Jun,2024,Jun,,Palm,2
ID_DdAycp_Jun,2024,Jun,,Palm,2
ID_X9dg4u_Jun,2024,Jun,,Rubber,3
ID_KmpsdP_Jun,2024,Jun,,Rubber,3
ID_zQBRwA_Jun,2024,Jun,,Rubber,3
ID_xUSwCk_Jun,2024,Jun,,Rubber,3
ID_gwbXk8_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_gwbXk8_2024_06.tif,Rubber,3
ID_Fb9ZE5_Jun,2024,Jun,,Palm,2
ID_SBD56I_Jun,2024,Jun,,Rubber,3
ID_7vucQ9_Jun,2024,Jun,,Palm,2
ID_JYvjgw_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_JYvjgw_2024_06.tif,Rubber,3
ID_d4AUvT_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_d4AUvT_2024_06.tif,Rubber,3
ID_qHSqbD_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_qHSqbD_2024_06.tif,Rubber,3
ID_njDllu_Jun,2024,Jun,,Rubber,3
ID_b7J6Nq_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_b7J6Nq_2024_06.tif,Rubber,3
ID_WCmEEu_Jun,2024,Jun,,Rubber,3
ID_cRnoWK_Jun,2024,Jun,,Palm,2
ID_eAzoCs_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_eAzoCs_2024_06.tif,Rubber,3
ID_oAS61h_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_oAS61h_2024_06.tif,Rubber,3
ID_fJ3a9J_Jun,2024,Jun,,Rubber,3
ID_k2fuUk_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_k2fuUk_2024_06.tif,Rubber,3
ID_QBGORT_Jun,2024,Jun,,Rubber,3
ID_dnPsmj_Jun,2024,Jun,,Rubber,3
ID_Os9CYK_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_Os9CYK_2024_06.tif,Rubber,3
ID_u3MhaM_Jun,2024,Jun,,Rubber,3
ID_Vl5pXH_Jun,2024,Jun,,Palm,2
ID_JYpt3c_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_JYpt3c_2024_06.tif,Rubber,3
ID_r79TJv_Jun,2024,Jun,,Palm,2
ID_rGGiwg_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_rGGiwg_2024_06.tif,Rubber,3
ID_Vyy7Dx_Jun,2024,Jun,,Palm,2
ID_OBSqEx_Jun,2024,Jun,,Rubber,3
ID_tU8CXe_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_tU8CXe_2024_06.tif,Rubber,3
ID_GfnIdk_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_GfnIdk_2024_06.tif,Rubber,3
ID_Xh1pvu_Jun,2024,Jun,,Rubber,3
ID_F5tDRL_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_F5tDRL_2024_06.tif,Rubber,3
ID_TD7su6_Jun,2024,Jun,,Rubber,3
ID_CmYl2G_Jun,2024,Jun,,Palm,2
ID_8mbQmt_Jun,2024,Jun,,Palm,2
ID_Yiu8Q1_Jun,2024,Jun,,Palm,2
ID_5GeXcl_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_5GeXcl_2024_06.tif,Rubber,3
ID_8F8ZPP_Jun,2024,Jun,,Rubber,3
ID_iUM0Ws_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_iUM0Ws_2024_06.tif,Rubber,3
ID_MVJYXa_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_MVJYXa_2024_06.tif,Rubber,3
ID_RedVm0_Jun,2024,Jun,,Palm,2
ID_9WxxHp_Jun,2024,Jun,,Palm,2
ID_vp785H_Jun,2024,Jun,,Rubber,3
ID_SSupeH_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_SSupeH_2024_06.tif,Rubber,3
ID_bmsWvy_Jun,2024,Jun,,Rubber,3
ID_lIOupt_Jun,2024,Jun,,Rubber,3
ID_DRL8kW_Jun,2024,Jun,,Palm,2
ID_vSZHw5_Jun,2024,Jun,,Rubber,3
ID_k0v65v_Jun,2024,Jun,,Palm,2
ID_WESYGf_Jun,2024,Jun,,Palm,2
ID_0hFkvN_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_0hFkvN_2024_06.tif,Rubber,3
ID_aOqgPL_Jun,2024,Jun,,Palm,2
ID_abekMT_Jun,2024,Jun,,Rubber,3
ID_KOQOQA_Jun,2024,Jun,,Rubber,3
ID_2iGgzO_Jun,2024,Jun,,Rubber,3
ID_M2DJNc_Jun,2024,Jun,,Rubber,3
ID_SZNrmO_Jun,2024,Jun,,Rubber,3
ID_LxL7g8_Jun,2024,Jun,,Rubber,3
ID_aZQJK3_Jun,2024,Jun,,Rubber,3
ID_QbYj7g_Jun,2024,Jun,,Palm,2
ID_9CHKck_Jun,2024,Jun,,Rubber,3
ID_Bm3VTW_Jun,2024,Jun,,Rubber,3
ID_xMZz4v_Jun,2024,Jun,,Rubber,3
ID_bi25qY_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_bi25qY_2024_06.tif,Rubber,3
ID_T4HaP6_Jun,2024,Jun,,Rubber,3
ID_tKRoWo_Jun,2024,Jun,,Rubber,3
ID_wR1peh_Jun,2024,Jun,,Rubber,3
ID_wReGjO_Jun,2024,Jun,,Rubber,3
ID_nuIE1l_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_nuIE1l_2024_06.tif,Rubber,3
ID_ZesUIb_Jun,2024,Jun,,Palm,2
ID_BmajXs_Jun,2024,Jun,,Palm,2
ID_AsXdKU_Jun,2024,Jun,,Rubber,3
ID_bHjvEm_Jun,2024,Jun,,Rubber,3
ID_PIXQjl_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_PIXQjl_2024_06.tif,Rubber,3
ID_cLC7ar_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_cLC7ar_2024_06.tif,Rubber,3
ID_b2Rnyf_Jun,2024,Jun,,Rubber,3
ID_xk4W5q_Jun,2024,Jun,,Rubber,3
ID_FAw3Wt_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_FAw3Wt_2024_06.tif,Rubber,3
ID_wDpKRi_Jun,2024,Jun,,Palm,2
ID_0Ov93I_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_0Ov93I_2024_06.tif,Rubber,3
ID_kYPP3a_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_kYPP3a_2024_06.tif,Cocoa,1
ID_yo17qr_Jun,2024,Jun,,Palm,2
ID_Pg197t_Jun,2024,Jun,,Rubber,3
ID_axvANo_Jun,2024,Jun,,Palm,2
ID_CUmFxc_Jun,2024,Jun,,Rubber,3
ID_yXtm8F_Jun,2024,Jun,,Rubber,3
ID_ZBcTEb_Jun,2024,Jun,,Rubber,3
ID_or6uBT_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_or6uBT_2024_06.tif,Rubber,3
ID_on02IG_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_on02IG_2024_06.tif,Rubber,3
ID_LI5ZFx_Jun,2024,Jun,,Palm,2
ID_uZDX2F_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_uZDX2F_2024_06.tif,Rubber,3
ID_ot2aCl_Jun,2024,Jun,,Palm,2
ID_gPwNaT_Jun,2024,Jun,,Palm,2
ID_kqlCK4_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_kqlCK4_2024_06.tif,Rubber,3
ID_hdBd45_Jun,2024,Jun,,Rubber,3
ID_E3DVW6_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_E3DVW6_2024_06.tif,Rubber,3
ID_YYbh2U_Jun,2024,Jun,,Rubber,3
ID_bmMyw2_Jun,2024,Jun,,Rubber,3
ID_6RnYnT_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_6RnYnT_2024_06.tif,Rubber,3
ID_RE6wam_Jun,2024,Jun,,Palm,2
ID_oBzOjY_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_oBzOjY_2024_06.tif,Rubber,3
ID_xk7bJf_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_xk7bJf_2024_06.tif,Rubber,3
ID_ZnmN0Y_Jun,2024,Jun,,Rubber,3
ID_ZHN1XK_Jun,2024,Jun,,Rubber,3
ID_QXd6gm_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_QXd6gm_2024_06.tif,Rubber,3
ID_12GpsM_Jun,2024,Jun,,Palm,2
ID_EjtElC_Jun,2024,Jun,,Palm,2
ID_Kv76GO_Jun,2024,Jun,,Palm,2
ID_dbiX2A_Jun,2024,Jun,,Rubber,3
ID_Hbyt3Z_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_Hbyt3Z_2024_06.tif,Rubber,3
ID_b1jzlJ_Jun,2024,Jun,,Palm,2
ID_KMPCii_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_KMPCii_2024_06.tif,Rubber,3
ID_n1NnK7_Jun,2024,Jun,,Palm,2
ID_1uLIfw_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_1uLIfw_2024_06.tif,Rubber,3
ID_bWFMre_Jun,2024,Jun,,Palm,2
ID_9uaWNr_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_9uaWNr_2024_06.tif,Rubber,3
ID_evbynQ_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_evbynQ_2024_06.tif,Rubber,3
ID_N3CKL9_Jun,2024,Jun,,Palm,2
ID_6MV1s1_Jun,2024,Jun,,Palm,2
ID_EcYpY5_Jun,2024,Jun,,Rubber,3
ID_v3hW5h_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_v3hW5h_2024_06.tif,Rubber,3
ID_fqLWlp_Jun,2024,Jun,,Rubber,3
ID_0RuY6K_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_0RuY6K_2024_06.tif,Rubber,3
ID_yyK5Yq_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_yyK5Yq_2024_06.tif,Rubber,3
ID_bzRfPx_Jun,2024,Jun,,Rubber,3
ID_RLu93G_Jun,2024,Jun,,Palm,2
ID_zbMscp_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_zbMscp_2024_06.tif,Rubber,3
ID_hzy3kx_Jun,2024,Jun,,Rubber,3
ID_Th1lbV_Jun,2024,Jun,,Rubber,3
ID_jmLfEk_Jun,2024,Jun,,Palm,2
ID_VloIhT_Jun,2024,Jun,,Palm,2
ID_wTtcob_Jun,2024,Jun,,Palm,2
ID_4h8uzz_Jun,2024,Jun,,Rubber,3
ID_B8x0G6_Jun,2024,Jun,,Palm,2
ID_9YEQgu_Jun,2024,Jun,,Rubber,3
ID_HQr75Y_Jun,2024,Jun,,Rubber,3
ID_9wjbwx_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_9wjbwx_2024_06.tif,Rubber,3
ID_wUJPUM_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_wUJPUM_2024_06.tif,Rubber,3
ID_iLxBoE_Jun,2024,Jun,,Rubber,3
ID_PiZsQF_Jun,2024,Jun,,Rubber,3
ID_4DAY0n_Jun,2024,Jun,,Palm,2
ID_UbOt8N_Jun,2024,Jun,,Palm,2
ID_BAUEIJ_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_BAUEIJ_2024_06.tif,Rubber,3
ID_dmhKwf_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_dmhKwf_2024_06.tif,Rubber,3
ID_UP2pqR_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_UP2pqR_2024_06.tif,Rubber,3
ID_xDskVY_Jun,2024,Jun,,Palm,2
ID_ZCPRwb_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_ZCPRwb_2024_06.tif,Rubber,3
ID_HGuWip_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_HGuWip_2024_06.tif,Rubber,3
ID_3h4LVa_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_3h4LVa_2024_06.tif,Rubber,3
ID_mzJvcR_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_mzJvcR_2024_06.tif,Rubber,3
ID_uMh6vp_Jun,2024,Jun,,Rubber,3
ID_bCvMpB_Jun,2024,Jun,,Rubber,3
ID_fH3X7V_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_fH3X7V_2024_06.tif,Rubber,3
ID_rhgf5K_Jun,2024,Jun,,Palm,2
ID_32HIhX_Jun,2024,Jun,,Rubber,3
ID_kso7Y6_Jun,2024,Jun,,Rubber,3
ID_OjifIQ_Jun,2024,Jun,,Rubber,3
ID_8HOUqs_Jun,2024,Jun,,Palm,2
ID_tsWRmF_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_tsWRmF_2024_06.tif,Rubber,3
ID_WX9YDA_Jun,2024,Jun,,Rubber,3
ID_kgxYtA_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_kgxYtA_2024_06.tif,Rubber,3
ID_umjapH_Jun,2024,Jun,,Rubber,3
ID_pWzJTB_Jun,2024,Jun,,Palm,2
ID_zFYTHU_Jun,2024,Jun,,Palm,2
ID_QgYtV2_Jun,2024,Jun,,Rubber,3
ID_lit5HC_Jun,2024,Jun,,Rubber,3
ID_3VH0uT_Jun,2024,Jun,,Palm,2
ID_Oa3tjl_Jun,2024,Jun,,Palm,2
ID_8eLM8J_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_8eLM8J_2024_06.tif,Rubber,3
ID_UHEf9r_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_UHEf9r_2024_06.tif,Rubber,3
ID_bvrJMl_Jun,2024,Jun,,Rubber,3
ID_JSll97_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_JSll97_2024_06.tif,Rubber,3
ID_zKpSnm_Jun,2024,Jun,,Palm,2
ID_v3TWLE_Jun,2024,Jun,,Rubber,3
ID_YNHm9l_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_YNHm9l_2024_06.tif,Rubber,3
ID_QHgUrm_Jun,2024,Jun,,Rubber,3
ID_8TzKpm_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_8TzKpm_2024_06.tif,Rubber,3
ID_S3J7jB_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_S3J7jB_2024_06.tif,Rubber,3
ID_ieUgW9_Jun,2024,Jun,,Palm,2
ID_yh1765_Jun,2024,Jun,,Palm,2
ID_68nnDH_Jun,2024,Jun,,Palm,2
ID_SnFErt_Jun,2024,Jun,,Rubber,3
ID_WrQBCo_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_WrQBCo_2024_06.tif,Rubber,3
ID_hc34JH_Jun,2024,Jun,,Rubber,3
ID_htDkK6_Jun,2024,Jun,,Rubber,3
ID_R2Ki50_Jun,2024,Jun,,Palm,2
ID_BiR24C_Jun,2024,Jun,,Rubber,3
ID_Hpgkid_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_Hpgkid_2024_06.tif,Rubber,3
ID_0qtG4C_Jun,2024,Jun,,Rubber,3
ID_scGlYG_Jun,2024,Jun,,Palm,2
ID_yvn8RG_Jun,2024,Jun,,Rubber,3
ID_Aqc6dq_Jun,2024,Jun,,Rubber,3
ID_Wkn6iS_Jun,2024,Jun,,Rubber,3
ID_lUrRcD_Jun,2024,Jun,,Rubber,3
ID_esXQrq_Jun,2024,Jun,,Palm,2
ID_P4N0NB_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_P4N0NB_2024_06.tif,Rubber,3
ID_PQ6OsA_Jun,2024,Jun,,Rubber,3
ID_LvJjOD_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_LvJjOD_2024_06.tif,Rubber,3
ID_vw19m2_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_vw19m2_2024_06.tif,Rubber,3
ID_aFxzJl_Jun,2024,Jun,,Palm,2
ID_4CSRKl_Jun,2024,Jun,,Palm,2
ID_WH6ddr_Jun,2024,Jun,,Palm,2
ID_huzUOq_Jun,2024,Jun,,Rubber,3
ID_FHfhnM_Jun,2024,Jun,,Palm,2
ID_n0p0jT_Jun,2024,Jun,,Palm,2
ID_0gJSJO_Jun,2024,Jun,,Palm,2
ID_u3yhyI_Jun,2024,Jun,,Palm,2
ID_LwLDcy_Jun,2024,Jun,,Palm,2
ID_pFlhW4_Jun,2024,Jun,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_pFlhW4_2024_06.tif,Rubber,3
