ID,month,B1_mean,B1_std,B1_min,B1_max,B1_median,B2_mean,B2_std,B2_min,B2_max,B2_median,B3_mean,B3_std,B3_min,B3_max,B3_median,B4_mean,B4_std,B4_min,B4_max,B4_median,B5_mean,B5_std,B5_min,B5_max,B5_median,B6_mean,B6_std,B6_min,B6_max,B6_median,B7_mean,B7_std,B7_min,B7_max,B7_median,B8_mean,B8_std,B8_min,B8_max,B8_median,B8A_mean,B8A_std,B8A_min,B8A_max,B8A_median,B9_mean,B9_std,B9_min,B9_max,B9_median,B11_mean,B11_std,B11_min,B11_max,B11_median,B12_mean,B12_std,B12_min,B12_max,B12_median,Crop,class
ID_9Gt9Ah_Apr,Apr,2377.9966,22.667948,2328.0,2434.0,2377.0,2073.9358,45.681767,1987.0,2423.0,2067.0,1976.0762,80.39322,1763.0,2324.0,1988.0,1645.98,99.72457,1510.0,2163.0,1612.0,1982.7244,147.42209,1619.0,2402.0,2004.0,3609.7673,545.0169,2342.0,4530.0,3674.0,4546.3394,795.5094,2821.0,5878.0,4581.0,4225.2847,778.25244,2466.0,5598.0,4280.0,4924.131,882.9888,2973.0,6424.0,5021.0,1335.1884,52.093918,1202.0,1415.0,1344.0,2843.3115,427.98276,1807.0,3697.0,2948.0,1731.3298,203.912,1307.0,2420.0,1752.0,Rubber,3
ID_ZORSge_Apr,Apr,3647.4473,1402.8394,2526.0,6600.0,2774.5,3558.0078,1624.1174,2167.0,6836.0,2505.5,3417.2468,1638.2601,2014.0,6881.0,2354.0,3245.9731,1903.2485,1650.0,7311.0,2034.5,3390.3013,1687.9169,1873.0,7076.0,2343.0,4735.9604,1341.9633,2791.0,7858.0,4029.0,5483.8022,1290.8452,3298.0,8587.0,4898.0,5151.758,1188.5962,3025.0,7925.0,4616.0,5889.0474,1295.394,3536.0,9035.0,5343.0,1472.5078,204.50996,1291.0,1954.0,1354.0,4181.7715,1641.6925,2188.0,7878.0,3233.0,2883.7825,1451.9169,1507.0,6016.0,2017.0,Palm,2
ID_7weq1e_Apr,Apr,3794.147,400.23764,2875.0,4701.0,3779.0,3398.1025,458.86807,2062.0,4645.0,3421.0,3315.9458,443.55423,2015.0,4465.0,3321.0,3229.8843,478.51443,1792.0,4458.0,3228.0,3454.4639,468.6632,2033.0,4631.0,3458.0,4538.7026,406.90558,3236.0,5539.0,4553.0,5123.8877,385.12317,3786.0,6027.0,5150.0,4783.8306,404.0996,3271.0,5788.0,4815.0,5403.1597,380.0905,4016.0,6261.0,5421.0,2539.527,300.82562,1830.0,3237.0,2543.0,4000.8838,376.18173,2665.0,4857.0,4029.0,3201.178,302.69397,2019.0,3847.0,3233.0,Rubber,3
ID_ZK60J9_Apr,Apr,2296.8376,18.409494,2267.0,2378.0,2291.0,2010.7208,40.7642,1933.0,2270.0,2000.0,1954.3629,51.47888,1800.0,2235.0,1947.0,1639.5636,116.16841,1500.0,2182.0,1603.0,2036.3944,96.27561,1870.0,2391.0,2028.0,3888.0227,410.5145,3178.0,4666.0,3788.0,4757.649,645.5482,3675.0,5941.0,4558.0,4489.9014,581.7659,3231.0,5619.0,4325.0,5253.558,639.2653,4170.0,6445.0,5069.0,1397.4148,30.983715,1336.0,1458.0,1392.0,3318.6975,178.78815,2914.0,4145.0,3298.0,1953.6805,159.31796,1753.0,2671.0,1909.0,Rubber,3
ID_xpiViJ_Apr,Apr,4652.1616,1013.172,2596.0,6741.0,4615.0,4401.678,1236.1259,2209.0,7206.0,4432.5,4361.8745,1244.8535,2004.0,7177.0,4402.5,4465.238,1415.8433,1748.0,7648.0,4529.0,4524.218,1272.028,1870.0,7355.0,4550.5,5575.2954,1120.0989,2733.0,8091.0,5615.0,6255.7563,1118.0433,3140.0,8762.0,6298.0,5675.0586,1055.1215,2754.0,8216.0,5723.5,6668.715,1130.5055,3303.0,9248.0,6734.0,1685.6003,173.25006,1331.0,2057.0,1661.0,5443.3193,1186.6011,2314.0,7722.0,5621.0,4083.7817,994.7451,1741.0,5888.0,4272.0,Rubber,3
ID_IUtedI_Apr,Apr,3848.6055,863.5602,2605.0,6372.0,3779.0,3601.3672,979.6239,2232.0,6135.0,3521.0,3469.503,991.9981,2023.0,6081.0,3377.0,3390.2107,1134.8467,1752.0,6308.0,3294.0,3481.3967,1031.7755,1896.0,6035.0,3386.0,4521.88,919.5667,2681.0,6723.0,4442.0,5141.8174,943.95935,3069.0,7276.0,5165.0,4759.4214,853.2317,2801.0,6750.0,4808.0,5478.9907,975.9914,3334.0,7627.0,5550.0,1545.206,150.6325,1325.0,2003.0,1524.0,4180.399,1044.0253,2212.0,6392.0,4173.0,3185.7551,925.0756,1608.0,5084.0,3161.0,Palm,2
ID_6Q6Lbe_Apr,Apr,4884.9976,1335.4221,2676.0,7683.0,5236.0,4583.33,1502.1162,2318.0,7733.0,4770.0,4493.8545,1549.8739,2095.0,7737.0,4729.0,4595.869,1759.857,1834.0,8323.0,4925.0,4569.865,1634.6667,1916.0,7939.0,4870.0,5476.3247,1542.91,2585.0,8656.0,5785.0,6120.894,1576.203,2974.0,9392.0,6476.0,5531.2144,1436.3932,2762.0,8474.0,5787.0,6474.916,1622.0682,3139.0,9724.0,6851.0,1689.1354,233.66644,1261.0,2253.0,1742.0,4956.0024,1432.4287,2104.0,7342.0,5397.0,3839.269,1150.9618,1580.0,5602.0,4221.0,Palm,2
ID_E6GWsJ_Apr,Apr,4547.957,1296.0287,2573.0,7421.0,4305.0,4357.412,1468.7537,2202.0,7876.0,4073.0,4238.193,1515.3362,1957.0,7922.0,3937.0,4287.686,1730.185,1694.0,8448.0,3965.5,4245.9053,1597.8811,1769.0,8003.0,3971.5,5166.503,1496.805,2366.0,8669.0,4955.5,5809.6826,1523.3374,2724.0,9426.0,5638.0,5320.0547,1360.3612,2484.0,8791.0,5170.0,6153.3643,1572.3517,2893.0,9875.0,5982.5,1524.9359,213.39093,1196.0,2008.0,1488.0,4886.0283,1537.7854,1923.0,8149.0,4781.5,3713.9685,1269.3424,1387.0,6089.0,3698.0,Palm,2
ID_lT710L_Apr,Apr,3453.4856,555.8972,2313.0,4595.0,3467.0,3109.0105,627.2497,1867.0,4702.0,3035.0,2975.3372,615.8164,1739.0,4535.0,2925.0,2823.4033,671.8026,1471.0,4519.0,2790.0,3035.1453,671.20374,1640.0,4575.0,3023.0,4138.496,635.71326,2737.0,5369.0,4165.0,4732.214,635.2306,3259.0,5911.0,4802.0,4435.826,626.9676,2931.0,5826.0,4429.0,5015.697,645.1408,3533.0,6201.0,5098.0,2293.2227,428.94583,1399.0,3176.0,2272.0,3597.6836,623.3572,2166.0,4714.0,3647.0,2867.4756,534.8746,1538.0,3799.0,2958.0,Rubber,3
ID_SyWFlp_Apr,Apr,2428.4407,41.36965,2359.0,2586.0,2427.0,2098.1487,39.751194,2009.0,2218.0,2096.0,2018.0884,59.204655,1871.0,2214.0,2023.0,1663.0461,64.79928,1525.0,1991.0,1662.0,2073.0413,102.30245,1848.0,2428.0,2069.0,3773.5525,298.72137,2843.0,4478.0,3792.0,4558.8687,393.91733,3238.0,5518.0,4589.0,4293.517,403.61484,2843.0,5314.0,4319.0,5007.9077,441.86346,3600.0,6005.0,5055.0,1396.519,36.592846,1322.0,1475.0,1394.0,3012.3018,216.38806,2528.0,3717.0,3048.0,1833.4983,124.636116,1581.0,2380.0,1833.0,Palm,2
ID_huTif0_Apr,Apr,2329.441,24.894821,2292.0,2399.0,2324.0,2025.7059,45.42839,1952.0,2259.0,2013.0,1980.4595,68.562126,1825.0,2246.0,1969.0,1610.9912,99.57066,1490.0,2143.0,1579.0,2050.6333,111.61238,1850.0,2401.0,2035.0,3883.5774,329.43573,2839.0,4727.0,3882.0,4751.068,473.08014,3361.0,5864.0,4742.0,4399.4004,462.83444,2911.0,5749.0,4398.0,5208.5483,526.715,3648.0,6533.0,5190.0,1364.9604,24.835459,1301.0,1439.0,1364.0,3086.784,248.2631,2605.0,4177.0,3046.0,1830.0281,161.56203,1591.0,2576.0,1795.0,Rubber,3
ID_CtiGF9_Apr,Apr,3556.8892,827.0672,2568.0,6019.0,3294.0,3495.327,1032.7324,2238.0,6112.0,3338.0,3322.546,1071.5642,2026.0,6044.0,3126.5,3209.6487,1216.6652,1759.0,6361.0,2973.0,3240.9182,1151.4252,1843.0,6221.0,3009.0,4034.4258,1131.2754,2455.0,6786.0,3803.0,4654.994,1192.6772,2717.0,7455.0,4396.0,4423.4297,1162.6622,2405.0,6998.0,4267.5,4870.9756,1242.8573,2923.0,7779.0,4625.0,1466.5554,197.30132,1221.0,2039.0,1401.0,3563.5166,1254.218,1917.0,6356.0,3346.0,2679.4827,1016.0304,1415.0,5282.0,2474.0,Rubber,3
ID_vSC6S0_Apr,Apr,3140.608,130.54298,2805.0,3503.0,3165.0,2838.4375,135.5328,2431.0,3144.0,2855.0,2719.0884,130.09232,2299.0,3052.0,2735.0,2519.8074,154.2378,2062.0,2910.0,2540.0,2791.1838,142.89276,2385.0,3201.0,2809.0,4086.5464,109.30177,3776.0,4379.0,4094.0,4793.292,110.48013,4396.0,5044.0,4801.0,4492.4897,96.426216,4124.0,4727.0,4505.0,5152.236,104.32964,4812.0,5426.0,5160.0,2036.6562,108.581215,1753.0,2314.0,2055.0,3534.7131,124.56222,3238.0,3870.0,3551.0,2771.5479,183.42497,2357.0,3287.0,2800.0,Rubber,3
ID_WbfzqP_Apr,Apr,2455.8376,44.280018,2409.0,2835.0,2449.0,2156.0112,46.680763,2066.0,2610.0,2152.0,2103.651,64.97049,1928.0,2618.0,2097.0,1749.4645,98.40794,1620.0,2522.0,1735.0,2172.1572,94.86552,1941.0,2587.0,2163.0,4005.5037,271.32004,3435.0,4678.0,3963.0,5063.452,458.51202,4169.0,6249.0,4966.0,4740.8525,440.15405,3612.0,5970.0,4657.0,5552.9946,463.84836,4501.0,6761.0,5465.0,1399.5856,21.412943,1362.0,1461.0,1395.0,3218.1973,147.66794,2820.0,3864.0,3206.0,1909.2014,124.427895,1668.0,2679.0,1887.0,Rubber,3
ID_juA1qu_Apr,Apr,2357.4602,66.663536,2312.0,2947.0,2341.0,2066.6729,86.489174,1978.0,2958.0,2047.0,2028.6512,96.04788,1813.0,2866.0,2019.0,1678.1611,133.92902,1525.0,2683.0,1634.0,2079.2239,122.88095,1710.0,2851.0,2071.0,3851.456,355.47763,2466.0,4542.0,3852.0,4753.672,534.99,2850.0,5865.0,4738.0,4501.6714,508.20953,2614.0,5628.0,4481.0,5186.418,564.4519,2986.0,6329.0,5177.0,1389.9539,35.345978,1255.0,1450.0,1396.0,3093.606,226.43275,2021.0,3796.0,3086.0,1874.8289,171.66539,1422.0,2791.0,1841.0,Rubber,3
ID_awFz9P_Apr,Apr,2310.1914,19.319574,2284.0,2381.0,2307.0,2024.5452,45.80377,1965.0,2402.0,2010.0,1977.9996,67.45848,1834.0,2479.0,1959.0,1617.3876,115.97513,1517.0,2509.0,1571.0,2027.0127,103.637054,1852.0,2596.0,1997.0,4000.7913,248.85478,3113.0,4617.0,4037.0,5071.4893,412.82867,3759.0,6070.0,5118.0,4815.938,419.1936,3387.0,5830.0,4868.0,5527.1147,430.90942,4163.0,6604.0,5595.0,1414.9261,18.931044,1366.0,1460.0,1417.0,3095.398,220.8212,2572.0,4038.0,3037.0,1831.6459,169.01996,1600.0,2602.0,1766.0,Rubber,3
ID_vzQByY_Apr,Apr,4470.1494,962.8873,2891.0,6579.0,4378.0,4434.1016,1136.5597,2250.0,6981.0,4430.0,4313.8633,1161.4862,2070.0,6910.0,4310.0,4350.7983,1317.9625,1796.0,7351.0,4354.0,4356.927,1234.2058,1961.0,7072.0,4379.0,5133.979,1127.9413,2797.0,7625.0,5207.0,5792.386,1129.254,3255.0,8230.0,5892.0,5406.4688,1071.4021,2902.0,7784.0,5492.0,6044.4116,1143.1135,3436.0,8474.0,6170.0,1737.0277,256.1691,1316.0,2324.0,1715.0,4583.715,1032.5884,2238.0,6572.0,4708.0,3421.2114,769.7114,1635.0,4637.0,3567.0,Rubber,3
ID_fPsSH1_Apr,Apr,2864.6208,211.23653,2589.0,3822.0,2819.0,2530.977,244.47693,2197.0,3535.0,2450.0,2416.1423,258.09955,2017.0,3429.0,2343.0,2172.0583,317.95154,1722.0,3491.0,2080.0,2431.1104,286.1938,1861.0,3594.0,2372.0,3823.584,454.78082,2806.0,4797.0,3840.0,4543.948,583.3052,3138.0,5942.0,4552.0,4230.598,562.1285,2888.0,5755.0,4243.0,4927.7393,660.0875,3482.0,6571.0,4940.0,1400.9658,49.79852,1298.0,1589.0,1396.0,3281.0354,420.87155,2197.0,4332.0,3320.0,2197.2192,314.9886,1564.0,3483.0,2171.0,Palm,2
ID_WkqqpP_Apr,Apr,2373.4307,102.92222,2203.0,2633.0,2357.0,2094.9612,129.99344,1821.0,2480.0,2081.0,1971.895,146.75668,1665.0,2357.0,1959.0,1687.1769,146.75009,1424.0,2107.0,1672.0,1957.3994,194.76749,1590.0,2404.0,1941.0,3174.5808,450.1588,2010.0,4219.0,3131.0,3758.051,573.30585,2249.0,5283.0,3697.0,3537.8528,530.4397,2000.0,4913.0,3511.0,4064.1946,645.4649,2597.0,5696.0,3962.0,1410.9081,90.66062,1275.0,1627.0,1404.0,2632.2,382.7131,1953.0,3765.0,2584.0,1829.8773,225.09161,1426.0,2342.0,1809.0,Rubber,3
ID_B3cNSN_Apr,Apr,2970.8008,650.731,2451.0,5918.0,2622.0,2871.9646,910.12366,2112.0,6158.0,2383.0,2743.5474,888.1093,1994.0,6039.0,2250.0,2486.411,1014.6643,1659.0,6161.0,1980.0,2718.5183,880.9639,1888.0,6095.0,2267.0,4289.4824,683.0571,2563.0,6695.0,4233.0,5277.585,788.81635,2927.0,7315.0,5273.0,5002.63,763.732,2715.0,7106.0,5006.0,5646.248,836.8251,3015.0,7633.0,5626.0,1469.4745,99.07719,1257.0,2080.0,1456.0,3683.9978,845.1639,2184.0,6683.0,3412.0,2385.434,758.1471,1543.0,5091.0,2004.0,Rubber,3
ID_AOXGtg_Apr,Apr,3876.3865,871.94525,2514.0,5564.0,3750.0,3622.949,1000.691,2143.0,6051.0,3473.0,3518.9226,1017.242,1968.0,5958.0,3363.0,3471.9102,1169.5226,1706.0,6209.0,3298.0,3562.715,1060.897,1842.0,6043.0,3381.0,4569.527,954.3773,2616.0,6753.0,4408.0,5177.1772,968.5005,3052.0,7326.0,5037.0,4741.855,888.42126,2782.0,6807.0,4622.0,5521.1455,996.95935,3246.0,7710.0,5390.0,1536.8108,151.9386,1295.0,1853.0,1495.0,4292.562,1070.1119,2158.0,6355.0,4162.0,3356.4683,986.0474,1554.0,5169.0,3260.0,Palm,2
ID_O7zkIx_Apr,Apr,2417.84,59.655388,2370.0,2942.0,2409.0,2093.1914,46.06352,2019.0,2736.0,2087.0,2000.115,72.59065,1865.0,2844.0,1994.0,1661.2278,80.044754,1546.0,2871.0,1649.0,2032.7866,119.326096,1809.0,3013.0,2032.0,3687.769,421.12524,2945.0,4728.0,3676.5,4475.353,585.311,3437.0,6026.0,4440.0,4200.0728,559.5694,3109.0,5839.0,4156.0,4903.571,662.56055,3645.0,6562.0,4889.5,1366.9176,49.125313,1285.0,1471.0,1372.0,2994.6558,307.9504,2350.0,4306.0,3049.0,1797.1412,144.70389,1508.0,3031.0,1814.5,Palm,2
ID_QEoo2M_Apr,Apr,3225.3232,729.9415,2433.0,4454.0,3028.0,3028.9377,778.0983,2125.0,4499.0,2794.0,2906.7231,797.1193,1935.0,4527.0,2656.0,2735.0007,932.2003,1667.0,4601.0,2409.0,2899.5305,848.77466,1791.0,4602.0,2627.0,4054.4597,812.9638,2542.0,5606.0,4070.0,4662.3276,877.17737,2927.0,6237.0,4810.0,4360.2344,749.4412,2753.0,5662.0,4518.0,4973.2285,935.2416,3056.0,6628.0,5172.0,1512.1711,121.348045,1305.0,1745.0,1490.0,3556.1719,935.1196,2043.0,5422.0,3410.0,2476.759,749.5652,1469.0,4054.0,2212.0,Palm,2
ID_ruF5x8_Apr,Apr,2901.132,769.7811,2447.0,5811.0,2505.0,2607.5457,902.6031,2062.0,5827.0,2152.0,2418.9087,922.17505,1847.0,5660.0,1958.0,2190.5518,1031.3683,1579.0,5870.0,1664.0,2305.0815,967.6678,1668.0,5678.0,1820.0,3188.8416,1034.5842,2151.0,6318.0,2713.0,3660.3206,1132.4603,2415.0,6844.0,3181.0,3417.66,1069.1077,2186.0,6450.0,2951.0,3878.8447,1209.7621,2540.0,7174.0,3354.0,1329.0468,154.39076,1205.0,1900.0,1258.0,2650.4827,1109.857,1755.0,5815.0,2067.0,1980.767,913.4424,1358.0,4764.0,1489.0,Palm,2
ID_Rggy9C_Apr,Apr,3404.058,1014.9854,2447.0,6454.0,3065.0,3132.416,1120.2015,2062.0,6221.0,2723.0,2964.4814,1161.6439,1849.0,6172.0,2551.0,2823.0608,1317.8196,1579.0,6509.0,2349.0,2897.044,1249.3245,1668.0,6360.0,2472.0,3732.948,1288.6672,2213.0,7098.0,3360.0,4214.7197,1378.0483,2492.0,7730.0,3816.0,3924.5085,1241.7332,2285.0,6955.0,3638.0,4458.1416,1459.3483,2624.0,8110.0,4078.0,1421.0435,206.60121,1205.0,2059.0,1345.0,3317.4128,1365.061,1766.0,6806.0,2957.0,2559.1365,1155.3754,1358.0,5506.0,2235.0,Rubber,3
ID_bODCIp_Apr,Apr,3713.7568,1250.0815,2405.0,7463.0,3356.0,3536.6948,1411.0348,2064.0,8014.0,3103.0,3453.382,1438.8849,1861.0,8162.0,3018.0,3332.2961,1664.1409,1581.0,8785.0,2833.0,3485.4395,1527.2714,1685.0,8489.0,3039.5,4476.158,1379.745,2176.0,9188.0,4304.0,5089.209,1418.888,2385.0,9902.0,5074.0,4810.541,1333.6892,2180.0,9447.0,4823.0,5420.486,1460.1509,2552.0,10307.0,5507.0,1591.4398,283.7063,1188.0,2486.0,1515.0,3946.1934,1377.6304,1749.0,7934.0,3763.5,2974.6055,1196.3097,1316.0,6193.0,2792.0,Cocoa,1
ID_PNFDkc_Apr,Apr,2320.3503,27.902834,2232.0,2430.0,2324.0,2005.6029,40.566086,1889.0,2180.0,2007.0,1943.5552,72.27956,1724.0,2145.0,1955.0,1573.734,64.74996,1441.0,2021.0,1566.0,1994.8093,122.286896,1632.0,2267.0,2022.0,3960.0503,465.41614,2767.0,4759.0,3989.0,4896.64,654.15784,3230.0,6085.0,4918.0,4536.9253,633.2418,2810.0,5931.0,4573.0,5354.0273,730.6908,3463.0,6675.0,5394.0,1402.9512,47.260277,1264.0,1525.0,1402.0,3068.7048,356.17963,2020.0,3689.0,3130.0,1799.243,149.48967,1394.0,2389.0,1824.0,Rubber,3
ID_Y5cr2p_Apr,Apr,3511.774,666.3279,2605.0,5003.0,3301.0,3239.5457,792.9004,2235.0,5279.0,3035.0,3098.521,799.827,2038.0,5135.0,2880.0,2961.0042,920.20795,1760.0,5246.0,2737.0,3088.3103,827.0883,1924.0,5075.0,2845.0,4208.164,739.622,2744.0,5925.0,4167.0,4848.203,797.5786,3205.0,6511.0,4839.0,4498.357,733.12384,2875.0,6119.0,4486.0,5183.889,840.63135,3434.0,6866.0,5204.0,1487.2191,111.45399,1308.0,1751.0,1454.0,3788.1614,868.2762,2251.0,5849.0,3495.0,2838.3604,793.29126,1682.0,4664.0,2633.0,Palm,2
ID_LU7Kds_Apr,Apr,2308.6045,18.700003,2287.0,2395.0,2302.0,1988.511,26.695139,1943.0,2176.0,1984.0,1789.8716,52.60506,1737.0,2166.0,1777.0,1526.7036,35.30844,1476.0,1841.0,1518.0,1619.4849,85.83004,1548.0,2203.0,1597.0,2292.7454,263.99063,1873.0,4099.0,2239.0,2677.7751,350.72296,2071.0,5007.0,2612.0,2485.5525,347.71335,1851.0,4578.0,2418.0,2786.1265,400.56143,2147.0,5501.0,2713.0,1185.2683,34.046696,1159.0,1415.0,1175.0,1702.5344,211.64812,1558.0,3216.0,1642.0,1283.4248,81.60736,1227.0,1907.0,1262.0,Rubber,3
ID_F3Q3sN_Apr,Apr,2729.3604,371.01956,2538.0,5184.0,2601.0,2384.5645,332.737,2172.0,5172.0,2266.0,2307.7083,346.3093,2049.0,5231.0,2196.0,1989.2338,447.61792,1696.0,5621.0,1820.0,2379.4253,392.60638,2062.0,5690.0,2259.0,4295.9106,381.65506,3169.0,6688.0,4337.0,5252.4526,490.07727,3631.0,7418.0,5352.0,4892.4727,458.25705,3248.0,6388.0,4996.0,5755.1655,516.50586,3949.0,7751.0,5875.0,1449.168,52.20762,1379.0,1790.0,1440.0,3522.6587,455.53717,2717.0,6557.0,3399.0,2158.3406,425.94226,1739.0,5025.0,2007.0,Palm,2
ID_icW6Uh_Apr,Apr,2801.9373,377.4259,2545.0,4307.0,2639.0,2504.8333,458.724,2162.0,4472.0,2297.0,2401.5845,454.89224,1972.0,4322.0,2220.0,2121.5728,538.47217,1688.0,4365.0,1882.0,2433.43,462.50018,1834.0,4305.0,2263.0,4038.1584,549.57947,2175.0,5224.0,4074.0,4855.5874,705.3874,2323.0,6042.0,4893.0,4532.708,672.05023,2129.0,5781.0,4590.0,5281.663,787.0948,2241.0,6671.0,5339.0,1430.9008,60.253693,1222.0,1604.0,1426.0,3401.967,590.2709,1658.0,5192.0,3409.0,2185.0012,490.04703,1406.0,4109.0,2030.0,Rubber,3
ID_X2umtM_Apr,Apr,3428.6228,1054.8021,2411.0,6590.0,3034.0,3368.0227,1266.5465,2095.0,7032.0,2867.0,3262.3853,1289.0969,1928.0,7063.0,2745.0,3093.3406,1474.2131,1637.0,7468.0,2502.0,3258.8838,1338.868,1799.0,7302.0,2707.0,4338.883,1216.6783,2589.0,7932.0,4031.0,5026.263,1251.8599,3010.0,8598.0,4836.0,4812.2153,1206.1909,2704.0,8357.0,4630.0,5365.95,1282.0574,3174.0,8928.0,5256.0,1522.8916,236.49483,1251.0,2301.0,1426.0,3905.6433,1325.8733,2034.0,7139.0,3480.0,2806.9573,1172.5037,1436.0,5470.0,2311.0,Rubber,3
ID_U3zr1R_Apr,Apr,3606.685,1420.6517,2424.0,7381.0,2911.0,3592.346,1710.5829,2096.0,7752.0,2703.0,3415.9246,1747.225,1869.0,7831.0,2544.0,3295.6,1970.7157,1616.0,8387.0,2287.0,3334.7346,1849.0774,1688.0,8139.0,2449.0,4157.836,1755.1663,2243.0,8752.0,3631.0,4763.0947,1821.4448,2537.0,9525.0,4363.0,4539.607,1754.6573,2340.0,8921.0,4163.0,4965.0713,1867.624,2660.0,9842.0,4612.0,1502.6385,352.6687,1189.0,2464.0,1346.0,3419.9546,1499.1274,1733.0,7033.0,2990.0,2432.4214,1073.851,1298.0,4955.0,2004.0,Rubber,3
ID_z36ejC_Apr,Apr,2694.4763,370.98605,2438.0,4601.0,2518.0,2465.0454,490.62466,2101.0,4988.0,2231.0,2389.4053,486.69696,2003.0,4951.0,2183.0,2089.3406,573.8227,1666.0,5098.0,1832.0,2431.6243,498.22345,2001.0,5129.0,2262.0,4108.971,389.55246,2508.0,5960.0,4133.0,5080.523,538.12427,2875.0,6670.0,5114.0,4779.243,502.55353,2662.0,6309.0,4812.0,5561.914,556.4464,3197.0,7089.0,5615.0,1462.9658,67.7328,1350.0,1813.0,1461.0,3543.9885,592.0629,2813.0,6299.0,3358.0,2169.978,520.21246,1705.0,5015.0,1975.0,Rubber,3
ID_FtJCeP_Apr,Apr,2792.7483,247.49133,2534.0,4044.0,2722.0,2459.2292,294.65192,2169.0,3948.0,2322.0,2314.9539,317.09818,1952.0,3827.0,2199.0,2050.5579,362.72214,1676.0,3692.0,1895.0,2276.5684,366.961,1809.0,3638.0,2191.0,3536.6843,508.85196,2566.0,4809.0,3597.0,4181.904,621.1803,2921.0,5475.0,4258.0,3902.1257,581.57263,2712.0,5291.0,3966.0,4507.566,699.9441,3087.0,5980.0,4616.0,1369.7589,58.632824,1259.0,1564.0,1374.0,2907.7778,563.69525,2031.0,4501.0,2917.0,1960.4806,376.68716,1482.0,3414.0,1872.0,Palm,2
ID_LNX1ie_Apr,Apr,2608.1118,186.9288,2519.0,4278.0,2553.0,2274.6768,169.68123,2164.0,4308.0,2231.0,2209.5503,179.0543,2041.0,4290.0,2167.0,1830.1007,230.017,1691.0,4398.0,1761.0,2274.7417,204.31192,2014.0,4446.0,2227.0,4594.173,293.31598,3696.0,5582.0,4617.0,5739.8037,441.08707,4423.0,6684.0,5764.0,5344.6924,427.13452,4007.0,6209.0,5375.0,6274.4585,469.18686,4790.0,7210.0,6312.0,1466.3153,26.584833,1407.0,1619.0,1466.0,3521.6855,235.13194,2958.0,5503.0,3520.0,2054.469,211.54848,1774.0,4231.0,2011.0,Rubber,3
ID_ncIlJ6_Apr,Apr,2369.158,61.65399,2304.0,2747.0,2353.0,2097.4329,116.59228,1981.0,2839.0,2063.0,2048.464,120.61182,1860.0,2814.0,2022.0,1739.3722,180.34933,1535.0,3160.0,1691.0,2113.3132,146.07599,1860.0,2812.0,2093.0,3694.0012,231.86229,2755.0,4282.0,3693.0,4506.5947,369.71533,3144.0,5498.0,4486.0,4270.5146,363.2873,2927.0,5301.0,4258.0,4943.739,380.00156,3469.0,5927.0,4929.0,1382.7646,16.530214,1344.0,1420.0,1384.0,3198.6199,281.32864,2534.0,4501.0,3147.0,1969.4283,223.80734,1614.0,3154.0,1924.0,Rubber,3
ID_PDhaFO_Apr,Apr,2999.7659,705.35535,2456.0,5317.0,2684.0,2856.3806,905.651,2116.0,5631.0,2424.0,2774.5583,883.57526,1992.0,5595.0,2361.0,2530.2422,1021.0715,1667.0,5834.0,2059.0,2835.966,880.69586,1977.0,5786.0,2443.0,4371.7734,637.43066,3004.0,6577.0,4257.0,5328.241,669.2419,3639.0,7317.0,5243.0,5016.4854,665.3685,3219.0,6888.0,4922.0,5781.2603,650.19104,3881.0,7719.0,5705.0,1490.9481,142.45004,1315.0,1995.0,1437.0,3866.6423,703.17126,2426.0,6249.0,3625.0,2571.5393,724.44653,1639.0,4816.0,2275.0,Rubber,3
ID_8eS7J4_Apr,Apr,2755.1282,583.8967,2405.0,5081.0,2476.0,2465.3164,692.43286,2051.0,5398.0,2168.0,2317.3142,714.30963,1839.0,5348.0,2038.0,2104.7124,811.74023,1577.0,5634.0,1764.0,2271.181,768.40173,1683.0,5508.0,1997.0,3117.8252,851.42084,2027.0,6184.0,2883.0,3635.9648,976.2002,2290.0,6712.0,3392.0,3425.6284,925.37805,2072.0,6343.0,3189.0,3906.8877,1069.8229,2347.0,7040.0,3645.0,1346.7986,150.3206,1192.0,1954.0,1309.0,2824.3064,902.75397,1810.0,5815.0,2583.0,2020.4514,777.5556,1334.0,4819.0,1739.0,Cocoa,1
ID_6XvTsk_Apr,Apr,2431.3313,120.22196,2252.0,2662.0,2415.0,2071.01,143.68547,1821.0,2480.0,2034.0,1967.371,163.44734,1665.0,2357.0,1943.0,1709.4541,171.00969,1421.0,2107.0,1685.0,1984.8108,202.82333,1590.0,2404.0,1988.0,3214.998,449.52502,2010.0,4279.0,3264.0,3814.3384,565.73975,2249.0,5366.0,3855.0,3503.531,559.571,2000.0,5022.0,3506.0,4133.636,606.86865,2420.0,5821.0,4186.0,1460.093,101.15368,1277.0,1671.0,1454.0,2650.4563,335.82455,1989.0,3267.0,2666.0,1926.1849,242.8396,1444.0,3761.0,1941.0,Rubber,3
